task_id,lane_id,mode,path
GH-NF1-B04,GH-NF1-L-B,exclusive,tests/native_foundation/build
GH-NF1-B04,GH-NF1-L-B,exclusive,docs/native_foundation_v1/build
GH-NF1-B05,GH-NF1-L-B,exclusive,cmake/GlassHelixFoundation.cmake
GH-NF1-B05,GH-NF1-L-B,exclusive,CMakePresets.json
GH-NF1-B05,GH-NF1-L-B,exclusive,tests/native_foundation/build
GH-NF1-B05,GH-NF1-L-B,exclusive,docs/native_foundation_v1/build
GH-NF1-S01,GH-NF1-L-S,exclusive,include/GlassHelix/system
GH-NF1-S01,GH-NF1-L-S,exclusive,src/system
GH-NF1-S01,GH-NF1-L-S,exclusive,tests/native_foundation/system
GH-NF1-S02,GH-NF1-L-S,exclusive,include/GlassHelix/system
GH-NF1-S02,GH-NF1-L-S,exclusive,src/system
GH-NF1-S02,GH-NF1-L-S,exclusive,tests/native_foundation/system
GH-NF1-S03,GH-NF1-L-S,exclusive,include/GlassHelix/system
GH-NF1-S03,GH-NF1-L-S,exclusive,src/system
GH-NF1-S03,GH-NF1-L-S,exclusive,tests/native_foundation/system
GH-NF1-S04,GH-NF1-L-S,exclusive,include/GlassHelix/system
GH-NF1-S04,GH-NF1-L-S,exclusive,src/system
GH-NF1-S04,GH-NF1-L-S,exclusive,tests/native_foundation/system
GH-NF1-S05,GH-NF1-L-S,exclusive,include/GlassHelix/system
GH-NF1-S05,GH-NF1-L-S,exclusive,src/system
GH-NF1-S05,GH-NF1-L-S,exclusive,tests/native_foundation/system
GH-NF1-S06,GH-NF1-L-S,exclusive,include/GlassHelix/system
GH-NF1-S06,GH-NF1-L-S,exclusive,src/system
GH-NF1-S06,GH-NF1-L-S,exclusive,tests/native_foundation/system
GH-NF1-S07,GH-NF1-L-S,exclusive,include/GlassHelix/system
GH-NF1-S07,GH-NF1-L-S,exclusive,src/system
GH-NF1-S07,GH-NF1-L-S,exclusive,tests/native_foundation/system
GH-NF1-D01,GH-NF1-L-D,exclusive,include/GlassHelix/dynamics
GH-NF1-D01,GH-NF1-L-D,exclusive,src/dynamics
GH-NF1-D01,GH-NF1-L-D,exclusive,tests/native_foundation/dynamics
GH-NF1-D02,GH-NF1-L-D,exclusive,include/GlassHelix/dynamics
GH-NF1-D02,GH-NF1-L-D,exclusive,src/dynamics
GH-NF1-D02,GH-NF1-L-D,exclusive,tests/native_foundation/dynamics
GH-NF1-D03,GH-NF1-L-D,exclusive,include/GlassHelix/dynamics
GH-NF1-D03,GH-NF1-L-D,exclusive,src/dynamics
GH-NF1-D03,GH-NF1-L-D,exclusive,tests/native_foundation/dynamics
GH-NF1-D04,GH-NF1-L-D,exclusive,include/GlassHelix/dynamics
GH-NF1-D04,GH-NF1-L-D,exclusive,src/dynamics
GH-NF1-D04,GH-NF1-L-D,exclusive,tests/native_foundation/dynamics
GH-NF1-D05,GH-NF1-L-D,exclusive,include/GlassHelix/dynamics
GH-NF1-D05,GH-NF1-L-D,exclusive,src/dynamics
GH-NF1-D05,GH-NF1-L-D,exclusive,tests/native_foundation/dynamics
GH-NF1-D06,GH-NF1-L-D,exclusive,include/GlassHelix/dynamics
GH-NF1-D06,GH-NF1-L-D,exclusive,src/dynamics
GH-NF1-D06,GH-NF1-L-D,exclusive,tests/native_foundation/dynamics
GH-NF1-D07,GH-NF1-L-D,exclusive,include/GlassHelix/dynamics
GH-NF1-D07,GH-NF1-L-D,exclusive,src/dynamics
GH-NF1-D07,GH-NF1-L-D,exclusive,tests/native_foundation/dynamics
GH-NF1-O01,GH-NF1-L-O,exclusive,include/GlassHelix/observation
GH-NF1-O01,GH-NF1-L-O,exclusive,src/observation
GH-NF1-O01,GH-NF1-L-O,exclusive,tests/native_foundation/observation
GH-NF1-O02,GH-NF1-L-O,exclusive,include/GlassHelix/observation
GH-NF1-O02,GH-NF1-L-O,exclusive,src/observation
GH-NF1-O02,GH-NF1-L-O,exclusive,tests/native_foundation/observation
GH-NF1-O03,GH-NF1-L-O,exclusive,include/GlassHelix/observation
GH-NF1-O03,GH-NF1-L-O,exclusive,src/observation
GH-NF1-O03,GH-NF1-L-O,exclusive,tests/native_foundation/observation
GH-NF1-O04,GH-NF1-L-O,exclusive,include/GlassHelix/observation
GH-NF1-O04,GH-NF1-L-O,exclusive,src/observation
GH-NF1-O04,GH-NF1-L-O,exclusive,tests/native_foundation/observation
GH-NF1-O05,GH-NF1-L-O,exclusive,include/GlassHelix/observation
GH-NF1-O05,GH-NF1-L-O,exclusive,src/observation
GH-NF1-O05,GH-NF1-L-O,exclusive,tests/native_foundation/observation
GH-NF1-O06,GH-NF1-L-O,exclusive,include/GlassHelix/observation
GH-NF1-O06,GH-NF1-L-O,exclusive,src/observation
GH-NF1-O06,GH-NF1-L-O,exclusive,tests/native_foundation/observation
GH-NF1-E01,GH-NF1-L-E,exclusive,include/GlassHelix/inference
GH-NF1-E01,GH-NF1-L-E,exclusive,src/inference
GH-NF1-E01,GH-NF1-L-E,exclusive,tests/native_foundation/inference
GH-NF1-E02,GH-NF1-L-E,exclusive,include/GlassHelix/inference
GH-NF1-E02,GH-NF1-L-E,exclusive,src/inference
GH-NF1-E02,GH-NF1-L-E,exclusive,tests/native_foundation/inference
GH-NF1-E03,GH-NF1-L-E,exclusive,include/GlassHelix/inference
GH-NF1-E03,GH-NF1-L-E,exclusive,src/inference
GH-NF1-E03,GH-NF1-L-E,exclusive,tests/native_foundation/inference
GH-NF1-E04,GH-NF1-L-E,exclusive,include/GlassHelix/inference
GH-NF1-E04,GH-NF1-L-E,exclusive,src/inference
GH-NF1-E04,GH-NF1-L-E,exclusive,tests/native_foundation/inference
GH-NF1-E05,GH-NF1-L-E,exclusive,include/GlassHelix/inference
GH-NF1-E05,GH-NF1-L-E,exclusive,src/inference
GH-NF1-E05,GH-NF1-L-E,exclusive,tests/native_foundation/inference
GH-NF1-Q01,GH-NF1-L-Q,exclusive,include/GlassHelix/interrogation
GH-NF1-Q01,GH-NF1-L-Q,exclusive,src/interrogation
GH-NF1-Q01,GH-NF1-L-Q,exclusive,tests/native_foundation/interrogation
GH-NF1-Q02,GH-NF1-L-Q,exclusive,include/GlassHelix/interrogation
GH-NF1-Q02,GH-NF1-L-Q,exclusive,src/interrogation
GH-NF1-Q02,GH-NF1-L-Q,exclusive,tests/native_foundation/interrogation
GH-NF1-Q03,GH-NF1-L-Q,exclusive,include/GlassHelix/interrogation
GH-NF1-Q03,GH-NF1-L-Q,exclusive,src/interrogation
GH-NF1-Q03,GH-NF1-L-Q,exclusive,tests/native_foundation/interrogation
GH-NF1-Q04,GH-NF1-L-Q,exclusive,include/GlassHelix/interrogation
GH-NF1-Q04,GH-NF1-L-Q,exclusive,src/interrogation
GH-NF1-Q04,GH-NF1-L-Q,exclusive,tests/native_foundation/interrogation
GH-NF1-Q05,GH-NF1-L-Q,exclusive,include/GlassHelix/interrogation
GH-NF1-Q05,GH-NF1-L-Q,exclusive,src/interrogation
GH-NF1-Q05,GH-NF1-L-Q,exclusive,tests/native_foundation/interrogation
GH-NF1-Q06,GH-NF1-L-Q,exclusive,include/GlassHelix/interrogation
GH-NF1-Q06,GH-NF1-L-Q,exclusive,src/interrogation
GH-NF1-Q06,GH-NF1-L-Q,exclusive,tests/native_foundation/interrogation
GH-NF1-Q07,GH-NF1-L-Q,exclusive,include/GlassHelix/interrogation
GH-NF1-Q07,GH-NF1-L-Q,exclusive,src/interrogation
GH-NF1-Q07,GH-NF1-L-Q,exclusive,tests/native_foundation/interrogation
GH-NF1-R01,GH-NF1-L-R,exclusive,include/GlassHelix/reduction
GH-NF1-R01,GH-NF1-L-R,exclusive,src/reduction
GH-NF1-R01,GH-NF1-L-R,exclusive,tests/native_foundation/reduction
GH-NF1-R02,GH-NF1-L-R,exclusive,include/GlassHelix/reduction
GH-NF1-R02,GH-NF1-L-R,exclusive,src/reduction
GH-NF1-R02,GH-NF1-L-R,exclusive,tests/native_foundation/reduction
GH-NF1-R03,GH-NF1-L-R,exclusive,include/GlassHelix/reduction
GH-NF1-R03,GH-NF1-L-R,exclusive,src/reduction
GH-NF1-R03,GH-NF1-L-R,exclusive,tests/native_foundation/reduction
GH-NF1-R04,GH-NF1-L-R,exclusive,include/GlassHelix/reduction
GH-NF1-R04,GH-NF1-L-R,exclusive,src/reduction
GH-NF1-R04,GH-NF1-L-R,exclusive,tests/native_foundation/reduction
GH-NF1-R05,GH-NF1-L-R,exclusive,include/GlassHelix/reduction
GH-NF1-R05,GH-NF1-L-R,exclusive,src/reduction
GH-NF1-R05,GH-NF1-L-R,exclusive,tests/native_foundation/reduction
GH-NF1-P01,GH-NF1-L-P,exclusive,bindings/python
GH-NF1-P01,GH-NF1-L-P,exclusive,python/glasshelix
GH-NF1-P01,GH-NF1-L-P,exclusive,tests/native_foundation/python
GH-NF1-P01,GH-NF1-L-P,exclusive,docs/native_foundation_v1/python
GH-NF1-P02,GH-NF1-L-P,exclusive,bindings/python
GH-NF1-P02,GH-NF1-L-P,exclusive,python/glasshelix
GH-NF1-P02,GH-NF1-L-P,exclusive,tests/native_foundation/python
GH-NF1-P02,GH-NF1-L-P,exclusive,docs/native_foundation_v1/python
GH-NF1-P03,GH-NF1-L-P,exclusive,bindings/python
GH-NF1-P03,GH-NF1-L-P,exclusive,python/glasshelix
GH-NF1-P03,GH-NF1-L-P,exclusive,tests/native_foundation/python
GH-NF1-P03,GH-NF1-L-P,exclusive,docs/native_foundation_v1/python
GH-NF1-P04,GH-NF1-L-P,exclusive,bindings/python
GH-NF1-P04,GH-NF1-L-P,exclusive,python/glasshelix
GH-NF1-P04,GH-NF1-L-P,exclusive,tests/native_foundation/python
GH-NF1-P04,GH-NF1-L-P,exclusive,docs/native_foundation_v1/python
GH-NF1-P05,GH-NF1-L-P,exclusive,bindings/python
GH-NF1-P05,GH-NF1-L-P,exclusive,python/glasshelix
GH-NF1-P05,GH-NF1-L-P,exclusive,tests/native_foundation/python
GH-NF1-P05,GH-NF1-L-P,exclusive,docs/native_foundation_v1/python
GH-NF1-P06,GH-NF1-L-P,exclusive,bindings/python
GH-NF1-P06,GH-NF1-L-P,exclusive,python/glasshelix
GH-NF1-P06,GH-NF1-L-P,exclusive,tests/native_foundation/python
GH-NF1-P06,GH-NF1-L-P,exclusive,docs/native_foundation_v1/python
GH-NF1-U01,GH-NF1-L-U,exclusive,tools/native_foundation
GH-NF1-U01,GH-NF1-L-U,exclusive,include/GlassHelix/artifacts
GH-NF1-U01,GH-NF1-L-U,exclusive,src/artifacts
GH-NF1-U01,GH-NF1-L-U,exclusive,tests/native_foundation/artifacts
GH-NF1-U02,GH-NF1-L-U,exclusive,tools/native_foundation
GH-NF1-U02,GH-NF1-L-U,exclusive,include/GlassHelix/artifacts
GH-NF1-U02,GH-NF1-L-U,exclusive,src/artifacts
GH-NF1-U02,GH-NF1-L-U,exclusive,tests/native_foundation/artifacts
GH-NF1-U03,GH-NF1-L-U,exclusive,tools/native_foundation
GH-NF1-U03,GH-NF1-L-U,exclusive,include/GlassHelix/artifacts
GH-NF1-U03,GH-NF1-L-U,exclusive,src/artifacts
GH-NF1-U03,GH-NF1-L-U,exclusive,tests/native_foundation/artifacts
GH-NF1-U04,GH-NF1-L-U,exclusive,tools/native_foundation
GH-NF1-U04,GH-NF1-L-U,exclusive,include/GlassHelix/artifacts
GH-NF1-U04,GH-NF1-L-U,exclusive,src/artifacts
GH-NF1-U04,GH-NF1-L-U,exclusive,tests/native_foundation/artifacts
GH-NF1-U05,GH-NF1-L-U,exclusive,tools/native_foundation
GH-NF1-U05,GH-NF1-L-U,exclusive,include/GlassHelix/artifacts
GH-NF1-U05,GH-NF1-L-U,exclusive,src/artifacts
GH-NF1-U05,GH-NF1-L-U,exclusive,tests/native_foundation/artifacts
GH-NF1-U06,GH-NF1-L-U,exclusive,tools/native_foundation
GH-NF1-U06,GH-NF1-L-U,exclusive,include/GlassHelix/artifacts
GH-NF1-U06,GH-NF1-L-U,exclusive,src/artifacts
GH-NF1-U06,GH-NF1-L-U,exclusive,tests/native_foundation/artifacts
GH-NF1-T01,GH-NF1-L-T,exclusive,tests/native_foundation/fixtures
GH-NF1-T01,GH-NF1-L-T,exclusive,tests/native_foundation/independent
GH-NF1-T01,GH-NF1-L-T,exclusive,docs/native_foundation_v1/validation
GH-NF1-T02,GH-NF1-L-T,exclusive,tests/native_foundation/fixtures
GH-NF1-T02,GH-NF1-L-T,exclusive,tests/native_foundation/independent
GH-NF1-T02,GH-NF1-L-T,exclusive,docs/native_foundation_v1/validation
GH-NF1-T03,GH-NF1-L-T,exclusive,tests/native_foundation/fixtures
GH-NF1-T03,GH-NF1-L-T,exclusive,tests/native_foundation/independent
GH-NF1-T03,GH-NF1-L-T,exclusive,docs/native_foundation_v1/validation
GH-NF1-T04,GH-NF1-L-T,exclusive,tests/native_foundation/fixtures
GH-NF1-T04,GH-NF1-L-T,exclusive,tests/native_foundation/independent
GH-NF1-T04,GH-NF1-L-T,exclusive,docs/native_foundation_v1/validation
GH-NF1-T05,GH-NF1-L-T,exclusive,tests/native_foundation/fixtures
GH-NF1-T05,GH-NF1-L-T,exclusive,tests/native_foundation/independent
GH-NF1-T05,GH-NF1-L-T,exclusive,docs/native_foundation_v1/validation
GH-NF1-T06,GH-NF1-L-T,exclusive,tests/native_foundation/fixtures
GH-NF1-T06,GH-NF1-L-T,exclusive,tests/native_foundation/independent
GH-NF1-T06,GH-NF1-L-T,exclusive,docs/native_foundation_v1/validation
GH-NF1-K01,GH-NF1-L-K,exclusive,bench/native_foundation
GH-NF1-K01,GH-NF1-L-K,exclusive,docs/native_foundation_v1/performance
GH-NF1-K02,GH-NF1-L-K,exclusive,bench/native_foundation
GH-NF1-K02,GH-NF1-L-K,exclusive,docs/native_foundation_v1/performance
GH-NF1-K03,GH-NF1-L-K,exclusive,bench/native_foundation
GH-NF1-K03,GH-NF1-L-K,exclusive,docs/native_foundation_v1/performance
GH-NF1-K04,GH-NF1-L-K,exclusive,bench/native_foundation
GH-NF1-K04,GH-NF1-L-K,exclusive,docs/native_foundation_v1/performance
GH-NF1-K05,GH-NF1-L-K,exclusive,bench/native_foundation
GH-NF1-K05,GH-NF1-L-K,exclusive,docs/native_foundation_v1/performance
GH-NF1-X01,GH-NF1-L-X,exclusive,docs/native_foundation_v1/imports
GH-NF1-X02,GH-NF1-L-X,exclusive,docs/native_foundation_v1/imports
GH-NF1-X03,GH-NF1-L-X,exclusive,docs/native_foundation_v1/imports
GH-NF1-X04,GH-NF1-L-X,exclusive,docs/native_foundation_v1/imports
GH-NF1-X05,GH-NF1-L-X,exclusive,docs/native_foundation_v1/imports
GH-NF1-X06,GH-NF1-L-X,exclusive,docs/native_foundation_v1/imports
GH-NF1-M00,GH-NF1-L-M,exclusive,CMakeLists.txt
GH-NF1-M00,GH-NF1-L-M,exclusive,docs/native_foundation_v1/integration
GH-NF1-M00,GH-NF1-L-M,exclusive,docs/native_foundation_v1/records/gh-nf1-m00.json
GH-NF1-M10,GH-NF1-L-M,exclusive,CMakeLists.txt
GH-NF1-M10,GH-NF1-L-M,exclusive,docs/native_foundation_v1/integration
GH-NF1-M20,GH-NF1-L-M,exclusive,CMakeLists.txt
GH-NF1-M20,GH-NF1-L-M,exclusive,docs/native_foundation_v1/integration
GH-NF1-M30,GH-NF1-L-M,exclusive,CMakeLists.txt
GH-NF1-M30,GH-NF1-L-M,exclusive,docs/native_foundation_v1/integration
GH-NF1-M40,GH-NF1-L-M,exclusive,CMakeLists.txt
GH-NF1-M40,GH-NF1-L-M,exclusive,docs/native_foundation_v1/integration
GH-NF1-M60,GH-NF1-L-M,exclusive,CMakeLists.txt
GH-NF1-M60,GH-NF1-L-M,exclusive,docs/native_foundation_v1/integration
GH-NF1-M90,GH-NF1-L-M,exclusive,CMakeLists.txt
GH-NF1-M90,GH-NF1-L-M,exclusive,docs/native_foundation_v1/integration
